Title,MH1843,HGPP1849,HT1886,CS1908,CH1941,SDAH,NZK,WN,HSAB1852,HT1869
"Jesus, come and bless us",,,,,602,,,,,
"Jesus, come and bless us",,,,278,,,,,,
"Jesus, engrave it on my heart",,,,780,,,,,,
"Jesus, Friend of Little Children",,,,,420,543,,,,
"Jesus, Friend So Kind",,,,,,542,,,,
"Jesus, full of all compassion",,,,,237,,,,,
"Jesus, Guide Our Way",,,,,,553,,,,
"Jesus, I My Cross Have Taken",,,,,267,325,,211,,
"Jesus, I my cross have taken",,,,343,,,,,,
"Jesus, I will follow Thee",,,,,429,,,300,,
"Jesus, I will follow Thee",,,,254,,,,,,
"Jesus, Jesus, Jesus.",,,,,,,,322,,
"Jesus, keep me near the cross",,,,,595,,120,167,,
"Jesus, keep me near the cross",,,,289,,,,,,
"Jesus, let Thy pitying eye",,,,126,,,,,,
"Jesus, Lover of My Soul",,,,,401,490,30,37,,
"Jesus, lover of my soul",,,,,402,490,30,37,,
"Jesus, lover of my soul",,,,,402,489,30,37,,
"Jesus, lover of my soul",,,,633,,,,,,
"Jesus, lover of my soul",,,,634,,,,,,
"Jesus, lover of my soul",,,,635,,,,,,
"Jesus, Lover of my Soul...",,,,,401,489,30,37,,
"Jesus, my all, to heav’n has gone",,,,368,,,,,,
"Jesus, my Lord, to Thee I cry",,,,103,,,,,,
"Jesus, my Saviour, to Bethlehem came",,,,75,,,,,,
"Jesus, Priceless Treasure",,,,,,239,,,,
"Jesus, Savior, Pilot Me",,,,,398,551,,52,,
"Jesus, Saviour, pilot me",,,,652,,,,,,
"Jesus, Son of Blessed Mary",,,,,,544,,,,
"Jesus, Stand Among Us",,,,,,683,,,,
"Jesus, still lead on.",,,,,676,,,,,
"Jesus, Tender Shepherd ,Hear Me",,,,,430,55,,,,
"Jesus, tender Shepherd, hear me",,,,618,,,,,,
"Jesus, the Light of the World",,,,313,,,,,,
"Jesus, the loving Shepherd",,,,46,,,,,,
"Jesus, the Very Thought of Thee",,,,,158,241,,,,
"Jesus, the very thought of Thee",,,,449,,,,,,
"Jesus, these eyes have never seen",,,,,166,,,,,
"Jesus, these eyes have never seen",,,,419,,,,,,
"Jesus, Thou hast promised",,,,278,,,,,,
"Jesus, Thou hast promised..",,,,278,602,,13,11,,
"Jesus, Thou Joy of Loving Hearts",,,,,154,242,23,,,
"Jesus, Thou joy of loving hearts!",,,,452,,,,,,
"Jesus, Thy boundless love to me.",,,,,146,,,,,
"Jesus, Thy love can we forget",,,,410,,,,,,
"Jesus, to Thee I now can fly.",,,,,233,,,,,
"Jesus, What a Friend for Sinners",,,,,,187,,,,
"Jesus, when He left the sky.",,,,,,,,293,,
"Jesus, where'er Thy people meet.",,,,,515,,,,,
"Jesus, while our hearts are bleeding",,,,806,,,,,,
"Jesus, With Thy Church Abide",,,,,,374,,,,
"Jesus, Your Blood and Righteousness",,,,,,177,,,,
Jewels,,,,852,,,,,,
Join our songs,,,,439,,,,,,
Jordan’s stormy banks,,,,905,,,,,,
Joy by and by,,,,863,,,,,,
Joy of loving hearts,,,,452,,,,,,
Joy of loving hearts.,,,,,154,,,,,
Joy to the world,,,,895,,,,,,
Joy to the world.,,,,,189,125,166,242,,
"Joy, joy, joy.",,,,,,,,332,,
"Joyful, Joyful, We Adore Thee",,,,,,12,,,,
Joys are flowing like a river,,,,366,,,,,,
Just a ray of sunshine,,,,539,,,,,,
Just a word for Jesus,,,,73,,,,,,
Just as I am,,,,145,,,,,,
Just as I am I come to Thee.,,,,,,,,216,,
"Just as I Am, Thine Own to Be",,,,,,324,,,,
"Just as I am, without one plea.",,,,,222,314,140,203,,
"Just as I am, without one plea.",,,,,222,313,140,203,,
Just for to-day,,,,563,,,,,,
Just for Today.,,,,,604,,,,,
Just lean upon the arms of Jesus,,,,502,,,,,,
Just one touch,,,,18,,,,,,
Just Outside the Door.,,,,,562,,,,,
Just over the mountains in the Promised,,,,,642,,,,,
"Just to trust in the Lord, just to lean on His",,,,478,,,,,,
Just When I Need Him Most,,,,,590,512,,,,
Keep me calm,,,,823,,,,,,
Keep me calm.,,,,,334,,,,,
Keep on the sunny side of life,,,,243,,,,,,
Keep step,,,,572,,,,,,
Keep tenting toward the highlands,,,,54,,,,,,
Keep Thou our lips,,,,762,,,,,,
Keep us safe this night,,,,841,,,,,,
Kept for Jesus,,,,598,,,,,,
Kept for Jesus.,,,,,,,,213,,
Kind words never die,,,,739,,,,,,
Kindred minds,,,,756,,,,,,
"King of glory, King of peace.",,,,,,243,,,,
"King of my life, I crown Thee......",,,,,,317,,,,
"Knocking, knocking",,,,35,,,,,,
Lamp of our feet,,,,757,,,,,,
Land ahead! its fruits are waving,,,,910,,,,,,
Land of pure delight,,,,899,,,,,,
Land of pure delight.,,,,,299,,,,,
Lead me Saviour,,,,,,,,229,,
Lead me to Calvary,,,,,,317,,,,
"Lead me, Lord",,,,,,691,,,,
"Lead me, Saviour",,,,527,,,,,,
"Lead on, O King eternal",,,,,362,619,,,,
Lead them to Thee,,,,70,,,,,,
"Lead them, my God, to Thee",,,,,410,653,,,,
"Lead them, my God, to Thee",,,,70,,,,,,
Lead Thou me on,,,,669,,,,,,
"Lead Thou me on, and then my feet",,,,,406,,,,,
"Lead us, heavenly Father, lead us",,,,,87,,,,,
"Lead, kindly Light",,,,631,,,,,,
"Lead, kindly light.",,,,,403,,,314,,
Lean on His arms,,,,,,,,309,,
Lean on His arms,,,,502,,,,,,
Leaning on Jesus.,,,,,611,,,,,
Leaning on the everlasting arms,,,,503,,,,,,
Leaning on the everlasting arms...,,,,,,469,,,,
Leave the rest to God,,,,783,,,,,,
Lest We Forget.,,,,,505,,,,,
Let all mortal flesh keep silence...,,,,,685,662,,,,
Let all on earth their voices raise..,,,,,,89,,,,
Let all the heathen writers join,,,,365,,,,,,
Let all the world in every corner..,,,,,,9,,,,
Let all things now living,,,,,,560,,,,
Let every lamp be burning.,,,,,183,595,,93,,
Let heaven highest praises bring,,,,,297,,,,,
Let Him in,,,,21,,,,,,
Let Jesus come into your heart,,,,25,,,,,,
Let Jesus come into your heart..,,,,,,,,154,,
Let others seek a home below,,,,,662,,,,,
Let our hearts be always cheerful,,,,284,,,,,,
Let the Beauty of Jesus,,,,,,,213,,,
Let the little ones come,,,,68,,,,,,
Let the little ones come.,,,,,422,,,,,
Let the Lower Lights Be Burning,,,,,628,,,,,
Let the lower lights be burning,,,,480,,,,,,
Let the Saviour In.,,,,,566,,,,,
Let the whole Creation cry,,,,309,,,,,,
Let the words of my mouth,,,,,691,,,,,
"Let Thy Spirit, blessed Saviour",,,,,207,,,,,
"Let Thy Spirit, blessed Saviour",,,,441,,,,,,
Let us break bread together,,,,,,403,,,,
Let us gather up the sunbeams,,,,568,,,,,,
Let us praise the name of the..,,,,,,14,,,,
Let us with a gladsome mind.,,,,,,112,,,,
Let us work for the school with our hearts,,,,607,,,,,,
Let us work too,,,,819,,,,,,
Let your heart be broken,,,,,,575,,,,
Life at best is very brief.,,,,,,,,153,,
Life in a look,,,,65,,,,,,
Life is great! so sing about it,,,,,,467,,,,
Life is not a cloudless journey,,,,538,,,,,,
Lifetime is working time,,,,558,,,,,,
Lift high the cross,,,,,,362,,,,
Lift Him up,,,,520,,,,,,
"Lift Him up, 'tis He that bids you.",,,,,520,371,,,,
"Lift up the trumpet, and loud let it ring",,,,,541,213,161,238,,
"Lift up the trumpet, and loud let it ring",,,,929,,,,,,
"Lift up your heads, ye mighty gates",,,,,294,226,,,,
"Lift! brother, lift!",,,,543,,,,,,
Light after darkness,,,,858,,,,,,
Light beyond the shadows.,,,,,,,,177,,
Light Divine,,,,163,,,,,,
"Light of light, enlighten me.",,,,,,389,,,,
Like a little candle,,,,501,,,,,,
Like a river glorious.,,,,,,74,,,,
Like as a father,,,,77,,,,,,
Like as a father pities his child,,,,,66,,,,,
Like Jesus...,,,,,,492,,,,
Like the woman at the well,,,,,,493,,,,
Like wand’ring sheep o’er mountains cold,,,,10,,,,,,
"List to the chime, ’tis meeting time",,,,272,,,,,,
"Little feet, be careful",,,,569,,,,,,
Little stars that twinkle in the heaven’s blue,,,,253,,,,,,
Little Town of Bethlehem,,,,,104,,,,,
Little town of Bethlehem,,,,348,,,,,,
Live out Thy life within me,,,,318,,,,,,
Live out Thy life.,,,,,279,316,147,208,,
Living is giving,,,,575,,,,,,
"Lo, how a rose e'er blooming",,,,,,131,,,,
"Lo, what a glorious sight",,,,,,446,,,,
Lo! He comes,,,,708,,,,,,
"Lo! He comes, with clouds descending",,,,,176,211,,244,,
"Lonely? no, not lonely",,,,557,,,,,,
Long ago the children sang a song,,,,248,,,,,,
Long ago the children sang.,,,,,,,,296,,
Long for my Saviour I've been waiting,,,,,186,,,,,
"Long upon the mountains, weary",,,,736,,,,,,
"Long upon the mountains, weary.",,,,,664,447,,,,
Look for the beautiful,,,,523,,,,,,
Look for the waymarks,,,,586,,,,,,
Look for the waymarks as you journey on,,,,,671,596,,,,
"Look upon Jesus , sinless is He.",,,,,593,412,,,,
"Look upon Jesus, sinless is He",,,,80,,,,,,
Look upon the golden image,,,,521,,,,,,
"Look, ye saints, the sight is glorious",,,,265,,,,,,
"Look, you saints! the sight is",,,,,,165,,,,
"Lord , have mercy, have mercy upon us",,,,,686,,,,,
Lord for tomorrow and its needs ......,,,,,,,131,,,
"Lord God, your love has called us",,,,,,396,,,,
"Lord Jesus, I long to be perfectly whole",,,,,592,318,114,161,,
"Lord Jesus, I long to be perfectly whole",,,,64,,,,,,
"Lord Jesus, once you spoke to.....",,,,,,278,,,,
"Lord Jesus, think on me...",,,,,,504,,,,
Lord of all being,,,,333,,,,,,
"Lord of all being, throned afar",,,,,20,17,,,,
Lord of all good.,,,,,,635,,,,
Lord of all nations.,,,,,,588,,,,
Lord of Creation,,,,,,320,,,,
"Lord of our life, and God of our salva tion",,,,,262,514,,,,
Lord of the boundless curves,,,,,,97,,,,
Lord of the ocean vast and deep,,,,,97,,,,,
Lord of the Sabbath and its light,,,,,455,393,,,,
"Lord, at this closing hour.",,,,,32,,,,,
"Lord, bestow on each...",,,,,,,,329,,
"Lord, bless our homes.",,,,,,654,,,,
"Lord, bless Thy word to every heart",,,,,700,667,,,,
"Lord, dismiss us",,,,438,,,,,,
"Lord, dismiss us...",,,,,33,64,26,33,,
"Lord, enthroned in heavenly.",,,,,,408,,,,
"Lord, for tomorrow and its needs",,,,563,,,,,,
"Lord, for tomorrow.",,,,,604,,131a,190,,
"Lord, have mercy, have mercy upon us",,,,951,,,,,,
"Lord, her wa tch Th y church is keeping",,,,,437,,,,,
"Lord, her watch Thy Church is keeping",,,,636,,,,,,
"Lord, I care not for riches",,,,860,,,,,,
"Lord, I care not for riches.",,,,,617,,170,249,,
"Lord, I have made Thy word my.",,,,,,273,,,,
"Lord, I hear of show’rs of blessing",,,,174,,,,,,
"Lord, I hear of showers.",,,,,208,,39,56,,
"Lord, I want to be a Christian.",,,,,,319,,,,
"Lord, I'm coming home",,,,,560,296,,,,
"Lord, I’m coming home",,,,17,,,,,,
"Lord, in th e fullness of my might",,,,,386,,,,,
"Lord, in the morning",,,,776,,,,,,
"Lord, in the morning.",,,,,39,39,89,131,,
"Lord, keep us safe this night",,,,,694,,,328,,
"Lord, keep us safe this night",,,,,696,,,328,,
"Lord, keep us safe this night",,,,841,,,,,,
"Lord, make us more holy",,,,,,69,,,,
"Lord, speak to me, th at I may speak",,,,,407,541,,,,
"Lord, speak to me, that I may speak",,,,834,,,,,,
"Lord, Thou callest for the workers",,,,638,,,,,,
"Lord, Thy children guide and keep",,,,,408,,,,,
"Lord, Thy glory fills the heavens",,,,341,,,,,,
"Lord, we come before Thee now.",,,,,30,,,,,
"Lord, we come with hearts aflame",,,,,229,,,,,
"Lord, while for all mankind",,,,,509,649,,,,
"Lord, who dost give to Thy.",,,,,,346,,,,
"Lord, whose love in humble",,,,,,363,,,,
"Lord, with glowing heart I'd praise Thee",,,,,23,,,,,
Lord! at Thy feet we humbly lie.,,,,,236,,,,,
Love at home,,,,,,652,,,,
Love at home,,,,580,,,,,,
Love consecrates the humblest act,,,,,,406,,,,
Love divine,,,,345,,,,,,
"Love Divine, all loves excelling",,,,,142,191,37,,,
Love that will not let me go,,,,401,,,,,,
Love’s golden chain,,,,772,,,,,,
Love’s incense,,,,672,,,,,,
Love’s rainbow,,,,538,,,,,,
"Lovely this child, asleep in death",,,,798,,,,,,
Loving Shepherd of Thy sheep....,,,,,,549,,,,
Loving-Kindness,,,,,667,,,,,
"Lovingly, Tenderly Calling",,,,,572,,105,,,
"Lovingly, tenderly calling",,,,46,,,,,,
Low at Thy pierced feet,,,,,239,,,,,
Low in the grave he lay...,,,,,,,,40,,
Loyalty to the Master,,,,484,,,,,,
Majestic sweetness,,,,361,,,,,,
Majestic sweetness sits enthroned,,,,,159,,,,,
Make me a blessing to-day,,,,500,,,,,,
"Make me a captive, Lord.",,,,,284,568,,,,
Maker of land and rolling sea,,,,424,,,,,,
Man of sorrows...,,,,,,,,54,,
Man the life-boat!,,,,590,,,,,,
Marching to Zion,,,,887,,,,,,
Marching to Zion.,,,,,640,,,,,
Marvelous grace of our loving.,,,,,,109,,,,
"Master, hast Thou work for me",,,,571,,,,,,
"Master, hast Thou work.",,,,,,,,297,,
"Master, no offering",,,,672,,,,,,
"Master, no offering costly or sweet",,,,,478,,,,,
"Master, the tempest is raging!",,,,584,,,,,,
"Master, the tempest..",,,,,677,,,233,,
May God be with you,,,,,,673,,,,
May God depend on you.,,,,,,,,117,,
May Jesus Christ be praised,,,,,43,,,,,
May Jesus Christ be praised,,,,281,,,,,,
May the grace of Christ.,,,,,,659,,,,
May the Lord bless and keep you.,,,,,,675,,,,
Meek and lowly,,,,732,,,,,,
Meet again,,,,944,,,,,,
Memories of Galilee,,,,247,,,,,,
"Men of God, arise!",,,,621,,,,,,
Mercy’s Free,,,,83,,,,,,
Mid pleasures and palaces,,,,738,,,,,,
Mid pleasures and palaces.,,,,,415,,,,,
Mid scenes of confusion and creature,,,,737,,,,,,
Mighty to save,,,,41,,,,,,
Mighty to Save.,,,,,636,,,,,
Mine eyes have seen the glory.,,,,,,647,,,,
Missionary 's Farewell.,,,,,657,,,,,
Missionary Hymn.,,,,,445,,,,,
Missionary’s farewell,,,,546,,,,,,
Moment by moment,,,,496,,,,,,
Moment by moment,,,,497,,,,,,
Moment by Moment.,,,,,583,507,,,,
More about Jesus,,,,525,,,,,,
More about Jesus..,,,,,,245,54,75,,
More diligence,,,,604,,,,,,
More like Jesus,,,,286,,,,,,
More like Jesus I would be.,,,,286,,,,21,,
More love to Thee,,,,297,,,,,,
"More love to Thee, O Christ.",,,,,385,458,,,,
Morn breaks o’er thee,,,,680,,,,,,
Morning has broken....,,,,,,44,,,,
Mourn for the slain,,,,750,,,,,,
Mourn for the thousands slain,,,,,502,,,,,
Mourn for the thousands slain,,,,750,,,,,,
Music in my soul,,,,231,,,,,,
Must Jesus bear the cross alone,,,,185,,,,,,
Must Jesus bear the cross alone....,,,,,274,328,,,,
My actions will show,,,,650,,,,,,
My blessed Lord was crucified,,,,63,,,,,,
My blest Redeemer and my Lord,,,,,140,,,,,
My blest Redeemer and my Lord,,,,777,,,,,,
"My country, 'lis of thee.",,,,,510,,,,,
"My country, ’tis of thee",,,,816,,,,,,
My days are gliding swiftly by,,,,742,,,,,,
My faith has found a resting place,,,,,,523,,,,
My faith looks up,,,,108,,,,,,
My faith looks up to Thee...,,,,,246,517,123,182,,
My Father is omnipotent.,,,,,,111,,,,
My Father is rich in houses and lands,,,,514,,,,,,
My Father is rich in houses and lands.,,,,,614,468,,,,
My Father Knows.,,,,,591,,,,,
"My glorious Victor, Prince Divine",,,,,648,,,,,
"My God, how endless is Thy love.",,,,,414,,,,,
"My God, is any hour so sweet",,,,,325,,,,,
"My God, is any hour so sweet",,,,595,,,,,,
My God! how endless is Thy love!,,,,420,,,,,,
"My gracious Lord, I own Thy right.",,,,,21,,,,,
My heart can sing when I pause...,,,,,,632,,,,
"My heart is resting, 0 my God",,,,,332,,,,,
My heart was distress’d ’neath Jehovah’s,,,,192,,,,,,
My heart’s a tuneful harp when Christ abides,,,,231,,,,,,
My hope is built on nothing less,,,,294,,,,,,
My hope is built on nothing less.,,,,,581,522,69,100,,
"My Jesus, as Thou wilt",,,,,404,,,,,
"My Jesus, as Thou wilt",,,,660,,,,,,
"My Jesus, I love Thee",,,,299,,,,,,
"My Jesus, I love Thee.",,,,,276,321,29,36,,
My life flows on in endless song,,,,,265,,,,,
My life flows on in endless song,,,,331,,,,,,
"My life, my love, I give to Thee",,,,383,,,,,,
My Lord and I,,,,,532,456,,,,
My Lord and I,,,,599,,,,,,
My Maker and my King,,,,689,,,,,,
My Maker and my King.,,,,689,71,15,9,9,,
My name in mother’s prayer,,,,36,,,,,,
"My need, and Thy love",,,,411,,,,,,
My Redeemer lives,,,,767,,,,,,
My rest is in heaven,,,,947,,,,,,
My Sabbath home,,,,608,,,,,,
My Sabbath song,,,,274,,,,,,
My safety,,,,626,,,,,,
"My salvation, my all",,,,336,,,,,,
"My salvation, my all.",,,,,160,,,,,
My Saviour first of all,,,,849,,,,,,
My Shepherd,,,,769,,,,,,
My Shepherd will supply my need,,,,,,104,,,,
My sins are all taken away,,,,201,,,,,,
My song,,,,234,,,,,,
My song is love unknown,,,,,,188,,,,
My song shall be of Jesus,,,,,,244,,,,
My soul in sad exile was out on life’s sea,,,,211,,,,,,
"My soul, be on thy guard!",,,,788,,,,,,
"My soul, be on Thy guard...",,,,,358,605,67,99,,
My spirit on Thy care,,,,,252,,,,,
My spirit on Thy care,,,,745,,,,,,
My times are in Thy hand,,,,713,,,,,,
Mysterious way,,,,726,,,,,,
Nailed to the Cross,,,,,123,,,170,,
Nailed to the cross,,,,6,,,,,,
Nature with open volume stands ..,,,,,,94,,,,
Nazareth,,,,,114,,,,,
Near the cross,,,,,595,312,,,,
Near the cross,,,,289,,,,,,
Near to the Heart of God,,,,,681,495,,,,
"Nearer, my God, to Thee",,,,663,,,,,,
"Nearer, my God, to Thee.",,,,,382,473,152,221,,
"Nearer, still nearer",,,,202,,,,,,
"Nearer, still nearer, close to Thy heart",,,,,390,301,33,49,,
Nearing Home,,,,,642,,,,,
Never alone,,,,557,,,,,,
Never be sad or desponding,,,,560,,,,,,
Never give up,,,,560,,,,,,
Never part again,,,,,,449,,,,
Never stand still,,,,,369,,,,,
Never stand still,,,,651,,,,,,
New every morning,,,,794,,,,,,
New every morning is the love,,,,,42,,90,,,
New songs of celebration render..,,,,,,13,,,,
No abiding city here,,,,925,,,,,,
No Night There,,,,,558,427,,,,
No night there,,,,862,,,,,,
No other name,,,,302,,,,,,
No sorrow there,,,,943,,,,,,
No tears,,,,949,,,,,,
No work too humble,,,,721,,,,,,
"No, never alone.",,,,,,,,320,,
"No, not one",,,,57,,,,,,
None of self and all of Thee,,,,218,,,,,,
Nor silver nor gold,,,,223,,,,,,
Not a wasted moment,,,,499,,,,,,
Not blood of beasts,,,,152,,,,,,
"Not I, but Christ",,,,230,271,570,17,17,,
Not in the hour of death,,,,47,,,,,,
Not less to bear,,,,746,,,,,,
Not my way,,,,661,,,,,,
"Not now, but in the coming years",,,,,495,,,,,
"Not now, My child",,,,606,,,,,,
Not saved are we by trying,,,,97,,,,,,
"Not try, but trust",,,,97,,,,,,
Not what these hands have done,,,,141,,,,,,
"Not, I but Christ",,,,230,,,,,,
Nothing between.,,,,,,322,,,,
Nothing but leaves,,,,131,,,,,,
Nothing but the blood,,,,93,,,,,,
Nothing for Jesus,,,,,,,106,,,
Nothing for Jesus,,,,100,,,,,,
Now all the woods are sleeping.,,,,,,57,,,,
Now as we gather.,,,,,474,,,32,,
"Now God be with us, for the night",,,,,55,,,,,
Now is born the divine Christ,,,,,,133,,,,
Now just a word for Jesus,,,,,522,,,,,
Now just a word for Jesus,,,,73,,,,,,
Now let us from this table,,,,,,404,,,,
Now praise the hidden God of,,,,,,548,,,,
Now thank we all our God,,,,,90,559,,,,
Now that daylight fills,,,,,,42,,,,
Now the day is over,,,,,52,52,,,,
Now the day is over,,,,840,,,,,,
Now the green blade rises,,,,,,175,,,,
Now the joyful bells are ringing,,,,,,23,,,,
Now to heav’n our pray’r ascending,,,,593,,,,,,
"Now, dear Lord, as we pray",,,,,,671,,,,
O 'er all the land have the signs,,,,,544,,,,,
O beautiful for spacious skies,,,,,503,,,,,
O Beulah Land,,,,,554,,,,,
"O blessed hour, when ev’ning comes",,,,825,,,,,,
"O blessed hour, when evening comes",,,,,60,,,,,
"O blessed rest, when we recline",,,,493,,,,,,
O blest are they who oft have said,,,,827,,,,,,
O blest is he who can divine,,,,748,,,,,,
O bliss of the pure ones!,,,,298,,,,,,
"O bow Thine ear, Eternal One",,,,,484,,,,,
"O brother, be faithfull soon Jesus",,,,,173,602,,,,
O Canada,,,,,508,,,,,
"O Christ, with each returning morn",,,,,41,,,,,
"O Christ, with each returning morn",,,,792,,,,,,
"O Christian, awake! 'tis the Master's",,,,,576,610,,,,
"O Christian, awake! ’tis the Master’s",,,,508,,,,,,
"O Christian, if the needy poor",,,,694,,,,,,
"O come, 0 come, Immanuel",,,,,109,,,,,
"O come, all ye faithful",,,,,105,132,,,,
"O come, let us sing to the  Lord....",,,,,,63,,,,
"O come, let us sing!",,,,228,,,,,,
"O come, O come, Immanuel",,,,,,115,,,,
O could I speak the matchless worth,,,,,161,,,,,
O could I speak the matchless worth,,,,262,,,,,,
O could our thoughts and wishes fly,,,,,244,,,,,
O could our thoughts and wishes fly,,,,813,,,,,,
O day of rest,,,,,463,382,82,122,,
O day of rest and gladness,,,,386,,,,,,
O day of rest and gladness.,,,,,463,383,82,122,,
O depth of mercy,,,,,561,,,,,
"O Father, I have naught to plead",,,,411,,,,,,
O for a closer walk with God.....,,,,,,315,,,,
O for a faith that will not shrink..,,,,,245,533,79,113,,
O for a faith!,,,,723,,,,,,
O for a heart to praise my God,,,,,18,323,,,,
O for a thousand tongues to sing,,,,288,,,,,,
O for a thousand tongues to sing,,,,450,,,,,,
"O for a thousand tongues, to sing",,,,,155,,,,,
O for a thousand tongues.,,,,288,,,11,12,,
O for that flame of living fire.......,,,,,210,264,80,111,,
O for that flame!,,,,166,,,,,,
"O Gift of God, we praise Thee",,,,,149,,,,,
"O give thanks unto the Lord, for He is good",,,,464,,,,,,
"O gladsome light, O grace.",,,,,,54,,,,
"O God , beneath Thy guiding hand",,,,,507,,,,,
"O God of Bethel, by whose hand",,,,,88,,,,,
O God of light........,,,,,,275,,,,
O God our help in ages past,,,,725,,,,,,
O God our help.,,,,725,81,103,7,7,,
"O God, beneath Thy guiding hand",,,,817,,,,,,
"O God, from whom mankind",,,,,,657,,,,
"O God, mine inmost soul convert",,,,,384,,,,,
"O God, unseen yet ever near...",,,,,,405,,,,
"O God, we praise Thee, and confess",,,,355,,,,,,
"O God, whose will is life and good",,,,,,644,,,,
O golden day,,,,918,,,,,,
"O golden day, so long desired",,,,,434,,,,,
O gracious Father of mankind,,,,,,497,,,,
O happy band of pilgrims,,,,,377,629,,,,
O Happy Day,,,,,310,,,,,
O happy day,,,,,310,,36,45,,
"O happy home, where Thou art loved",,,,,412,,,,,
O hear my cry,,,,31,,,8,8,,
"O hear my cry, be gracious now to me",,,,31,,,,,,
O heart bowed down with sorrow!,,,,16,,,,,,
O holy Book!,,,,408,,,,,,
O holy Dove of God descending...,,,,,,270,,,,
"O holy Lord, content to fill",,,,,426,,,,,
"O Holy Saviour, Friend unseen",,,,671,,,,,,
O how happy are they,,,,,292,,,,,
O how He loves,,,,238,,,,,,
O how I long to see that day,,,,946,,,,,,
O how I love Jesus.,,,,,,248,,,,
"O Jesus Christ, to you",,,,,,364,,,,
O Jesus my Redeemer,,,,234,,,,,,
O Jesus my Redeemer.,,,,234,613,,,24,,
"O Jesus sweet, O Jesus mild",,,,,,134,,,,
"O Jesus, I have promised",,,,319,,,,,,
"O Jesus, I have promised......",,,,,288,331,,218,,
"O Jesus, my Redeemer",,,,,613,,,,,
"O Jesus, Thou art standing",,,,,231,283,,,,
O Jesus! Thou art standing,,,,118,,,,,,
O Lamb of God! still keep me,,,,,290,,,,,
O Lamb of God! still keep me,,,,626,,,,,,
"O land of rest, for thee I sigh",,,,843,,,,,,
"O let me walk with Thee, my God",,,,295,,,,,,
O let me walk with Thee.,,,,295,395,554,14,14,,
O listen to our wondrous story.,,,,,,180,,90,,
O little town of Bethlehem,,,,,104,135,,,,
O little town of Bethlehem,,,,348,,,,,,
O Lord divine,,,,356,,,,,,
O Lord my God.,,,,,,86,,311,,
"O Lord of life, Thy kingdom is at hand",,,,,198,,,,,
"O Lord, now let your servant.",,,,,,67,,,,
"O Lord, our heavenly King",,,,690,,,,,,
"O Lord, who hidest all our shame",,,,412,,,,,,
"O love divine, how sweet thou art",,,,,148,,,,,
"O love divine, that stooped to share",,,,,144,,,,,
"O Love divine, that stooped to share",,,,826,,,,,,
"O Love divine, what hast Thou done",,,,,151,,,,,
O love of God most full,,,,,,77,,,,
"O love of God, how strong and true",,,,,67,79,,,,
O Love that will not let me go,,,,401,,,,,,
O Love that wilt not let me go,,,,,145,76,,,,
"O love, how deep, how broad,..",,,,,,148,,,,
"O Love! how deep, how broad, how high!",,,,334,,,,,,
"O Master, let me walk with Thee",,,,797,,,,,,
"O Master, let me walk with Thee.",,,,,346,574,,,,
O Master! when Thou callest,,,,,363,,,,,
"O morning star, how fair",,,,,,18,,,,
O now I see the crimson wave,,,,110,,,,,,
O now I see the crimson wave....,,,,,598,332,188,282,,
O Paradise!,,,,897,,,,,,
"O perfect Love, all human thought",,,,,416,656,185,,,
"O praise the Lord , all ye nations",,,,,693,,,,,
O praise ye the Lord,,,,,,20,,,,
O sacred head now wounded,,,,,130,156,,,,
O safe to the Rock that is higher than I,,,,,586,525,,,,
O safe to the Rock that is higher than I,,,,506,,,,,,
"O Saviour, precious Sa viour",,,,,164,,,,,
"O Saviour, precious Saviour",,,,321,,,,,,
O Shepherd divine,,,,,,192,,,,
O sing a new song to the Lord.,,,,,,19,,,,
O sing a song of Bethlehem,,,,,,144,,,,
O sing unto the Lord a new song,,,,235,,,,,,
"O sing, my soul, your Maker's.",,,,,,37,,,,
O softly the Spirit is whisp’ring to me,,,,500,,,,,,
O solemn thoughtl and can it be,,,,,481,417,,,,
O sometimes the shadows are deep,,,,,633,,,,,
O sometimes the shadows are deep,,,,613,,,,,,
O splendor of God's glory bright.,,,,,,41,,,,
O spotless Lamb! I come to Thee,,,,149,,,,,,
"O teach me, Lord, that I may teach",,,,836,,,,,,
O tender and sweet was the Father's,,,,,570,,,,,
O tender and sweet was the Father’s voice,,,,9,,,,,,
O that the Lord would guide my ways,,,,135,,,,,,
O there'll be joy when the work is,,,,,,430,179,263,,
O there’ll be joy when the work is done,,,,863,,,,,,
"O Thou , to whose all-searching sight",,,,,330,,,,,
O Thou in whose presence my soul takes,,,,336,,,,,,
O Thou in whose presence........,,,,,160,36,,,,
"O Thou to whom, in ancient time",,,,457,,,,,,
O Thou who art of all that is,,,,357,,,,,,
O Thou who hearest every heartfelt,,,,,684,668,,,,
"O weary soul, the gate is near",,,,,562,,,,,
O what their joy and their glory must,,,,,202,,,,,
O when shall I see Jesus?,,,,,,448,,,,
O where are kings and empires now?,,,,,435,,,,,
O where are the reapers that garner in,,,,548,,,,,,
O where are the reapers.,,,,,620,366,,87,,
O where shall rest be found,,,,153,,,,,,
O who is this that cometh,,,,,636,,,,,
O who is this that cometh,,,,41,,,,,,
"O who, in such a world as this",,,,,381,,,,,
O Word of God incarnate,,,,,217,274,,,,
O Word of God incarnate,,,,322,,,,,,
O world of God........,,,,,,80,,,,
O worship the King!,,,,335,,,,,,
O worship the King.,,,,335,75,83,5,5,,
